Date and Time, Precipitation, Outdoor Temp
2024Sep10 10:51:00,        0,    28.92
2024Sep10 10:56:00,        0,    29.29
2024Sep10 11:01:00,        0,    28.98
2024Sep10 11:06:00,        0,    29.76
2024Sep10 11:11:00,        0,    29.19
2024Sep10 11:16:00,        0,    29.83
2024Sep10 11:21:00,        0,    29.51
2024Sep10 11:26:00,        0,    29.46
2024Sep10 11:31:00,        0,    29.26
2024Sep10 11:36:00,        0,    30.12
2024Sep10 11:41:00,        0,    28.66
2024Sep10 11:46:00,        0,    28.72
2024Sep10 11:51:00,        0,    29.03
2024Sep10 11:56:00,        0,    28.65
2024Sep10 12:01:00,        0,    28.68
2024Sep10 12:06:00,        0,    29.57
2024Sep10 12:11:00,        0,    28.67
2024Sep10 12:16:00,        0,    28.74
2024Sep10 12:21:00,        0,    29.71
2024Sep10 12:26:00,        0,    29.03
2024Sep10 12:31:00,        0,    30.09
2024Sep10 12:36:00,        0,    29.33
2024Sep10 12:41:00,        0,    29.57
2024Sep10 12:46:00,        0,    31.37
2024Sep10 12:51:00,        0,    29.20
2024Sep10 12:56:00,        0,    30.19
2024Sep10 13:01:00,        0,    29.79
2024Sep10 13:06:00,        0,    30.21
2024Sep10 13:11:00,        0,    30.20
2024Sep10 13:17:00,        0,    29.79
2024Sep10 13:22:00,        0,    29.75
2024Sep10 13:27:00,        0,    29.32
2024Sep10 13:32:00,        0,    28.69
2024Sep10 13:37:00,        0,    30.15
2024Sep10 13:42:00,        0,    29.21
2024Sep10 13:48:00,        0,    29.75
2024Sep10 13:53:00,        0,    29.70
2024Sep10 13:58:00,        0,    28.30
2024Sep10 14:03:00,        0,    29.07
2024Sep10 14:08:00,        0,    28.79
2024Sep10 14:13:00,        0,    29.42
2024Sep10 14:18:00,        0,    29.09
2024Sep10 14:23:00,        0,    28.85
2024Sep10 14:28:00,        0,    29.07
2024Sep10 14:33:00,        0,    28.19
2024Sep10 14:39:00,        0,    28.82
2024Sep10 14:44:00,        0,    28.86
2024Sep10 14:49:00,        0,    29.44
2024Sep10 14:54:00,        0,    29.75
2024Sep10 14:59:00,        0,    30.04
2024Sep10 15:04:00,        0,    29.33
2024Sep10 15:09:00,        0,    30.25
2024Sep10 15:15:00,        0,    29.54
2024Sep10 15:20:00,        0,    30.91
2024Sep10 15:25:00,        0,    30.80
2024Sep10 15:30:00,        0,    29.70
2024Sep10 15:35:00,        0,    29.38
2024Sep10 15:40:00,        0,    30.14
2024Sep10 15:45:00,        0,    29.65
2024Sep10 15:50:00,        0,    30.18
2024Sep10 15:55:00,        0,    30.77
2024Sep10 16:00:00,        0,    29.76
2024Sep10 16:05:00,        0,    30.41
2024Sep10 16:10:00,        0,    29.73
2024Sep10 16:15:00,        0,    29.22
2024Sep10 16:20:00,        0,    29.46
2024Sep10 16:26:00,        0,    29.79
2024Sep10 16:31:00,        0,    29.35
2024Sep10 16:36:00,        0,    28.68
2024Sep10 16:41:00,        0,    29.11
2024Sep10 16:46:00,        0,    29.39
2024Sep10 16:51:00,        0,    29.09
2024Sep10 16:56:00,        0,    28.83
2024Sep10 17:01:00,        0,    29.10
2024Sep10 17:06:00,        0,    29.47
2024Sep10 17:11:00,        0,    29.65
2024Sep10 17:16:00,        0,    29.29
2024Sep10 17:21:00,        0,    28.70
2024Sep10 17:26:00,        0,    28.35
2024Sep10 17:31:00,        0,    28.34
2024Sep10 17:36:00,        0,    29.17
2024Sep10 17:41:00,        0,    28.28
2024Sep10 17:46:00,        0,    28.20
2024Sep10 17:51:00,        0,    28.52
2024Sep10 17:56:00,        0,    27.68
2024Sep10 18:01:00,        0,    27.51
2024Sep10 18:06:00,        0,    27.61
2024Sep10 18:11:00,        0,    26.90
2024Sep10 18:16:00,        0,    26.22
2024Sep10 18:21:00,        0,    25.74
2024Sep10 18:26:00,        0,    25.45
2024Sep10 18:31:00,        0,    25.32
2024Sep10 18:36:00,        0,    25.22
2024Sep10 18:41:00,        0,    25.03
2024Sep10 18:47:00,        0,    25.03
2024Sep10 18:52:00,        0,    24.88
2024Sep10 18:57:00,        0,    24.73
2024Sep10 19:02:00,        0,    24.64
2024Sep10 19:07:00,        0,    24.58
2024Sep10 19:12:00,        0,    24.46
2024Sep10 19:17:00,        0,    24.27
2024Sep10 19:22:00,        0,    24.24
2024Sep10 19:27:00,        0,    24.16
2024Sep10 19:32:00,        0,    24.12
2024Sep10 19:37:00,        0,    24.06
2024Sep10 19:42:00,        0,    24.00
2024Sep10 19:47:00,        0,    23.96
2024Sep10 19:52:00,        0,    23.94
2024Sep10 19:57:00,        0,    23.92
2024Sep10 20:02:00,        0,    23.80
2024Sep10 20:07:00,        0,    23.65
2024Sep10 20:12:00,        0,    23.44
2024Sep10 20:17:00,        0,    23.37
2024Sep10 20:22:00,        0,    23.19
2024Sep10 20:27:00,        0,    23.10
2024Sep10 20:32:00,        0,    23.12
2024Sep10 20:37:00,        0,    23.19
2024Sep10 20:42:00,        0,    23.17
2024Sep10 20:47:00,        0,    23.13
2024Sep10 20:52:00,        0,    23.23
2024Sep10 20:57:00,        0,    23.53
2024Sep10 21:02:00,        0,    23.82
2024Sep10 21:07:00,        0,    23.82
2024Sep10 21:12:00,        0,    23.88
2024Sep10 21:17:00,        0,    23.93
2024Sep10 21:22:00,        0,    23.87
2024Sep10 21:27:00,        0,    23.84
2024Sep10 21:32:00,        0,    23.82
2024Sep10 21:37:00,        0,    23.81
2024Sep10 21:42:00,        0,    23.70
2024Sep10 21:47:00,        0,    23.54
2024Sep10 21:52:00,        0,    23.50
2024Sep10 21:57:00,        0,    23.79
2024Sep10 22:02:00,        0,    23.79
2024Sep10 22:08:00,        0,    23.71
2024Sep10 22:13:00,        0,    23.58
2024Sep10 22:19:00,        0,    23.44
2024Sep10 22:24:00,        0,    23.34
2024Sep10 22:29:00,        0,    23.20
2024Sep10 22:35:00,        0,    23.02
2024Sep10 22:40:00,        0,    22.90
2024Sep10 22:45:00,        0,    22.82
2024Sep10 22:50:00,        0,    22.76
2024Sep10 22:55:00,        0,    22.87
2024Sep10 23:00:00,        0,    22.85
2024Sep10 23:05:00,        0,    22.85
2024Sep10 23:10:00,        0,    22.98
2024Sep10 23:15:00,        0,    22.87
2024Sep10 23:20:00,        0,    22.81
2024Sep10 23:25:00,        0,    22.83
2024Sep10 23:30:00,        0,    22.76
2024Sep10 23:35:00,        0,    22.73
2024Sep10 23:41:00,        0,    22.71
2024Sep10 23:46:00,        0,    22.77
2024Sep10 23:51:00,        0,    22.80
2024Sep10 23:56:00,        0,    22.76
