Date and Time, CO2On, LightOn, Light Level
2024Sep02 13:50:00, False,  True,       75
2024Sep02 13:52:00, False, False,        0
2024Sep02 13:53:00, False, False,        0
2024Sep02 13:54:00, False, False,        0
2024Sep02 13:56:00,  True, False,        0
2024Sep02 13:57:00, False, False,        0
2024Sep02 13:58:00, False, False,        0
2024Sep02 14:00:00, False, False,        0
2024Sep02 14:01:00, False, False,        0
2024Sep02 14:02:00, False, False,        0
2024Sep02 14:03:00, False, False,        0
2024Sep02 14:04:00, False, False,        0
2024Sep02 14:05:00, False, False,        0
2024Sep02 14:06:00, False, False,        0
2024Sep02 14:07:00, False, False,        0
2024Sep02 14:08:00, False, False,        0
2024Sep02 14:09:00, False, False,        0
2024Sep02 14:10:00, False, False,        0
2024Sep02 14:11:00, False, False,        0
2024Sep02 14:13:00, False, False,        0
2024Sep02 14:14:00, False, False,        0
2024Sep02 14:15:00, False, False,        0
2024Sep02 14:17:00, False, False,        0
2024Sep02 14:18:00, False, False,        0
2024Sep02 14:19:00, False, False,        0
2024Sep02 14:21:00, False, False,        0
2024Sep02 14:34:00, False,  True,      100
2024Sep02 14:34:20, False,  True,      100
2024Sep02 14:34:30, False, False,        0
2024Sep02 14:34:40, False, False,        0
2024Sep02 14:34:50, False, False,        0
2024Sep02 14:35:00, False, False,        0
2024Sep02 14:35:10, False, False,        0
2024Sep02 14:35:30, False, False,        0
2024Sep02 14:35:40, False, False,        0
2024Sep02 14:35:50, False, False,        0
2024Sep02 14:36:00, False, False,        0
2024Sep02 14:36:10, False, False,        0
2024Sep02 14:36:20, False, False,        0
2024Sep02 14:36:30, False, False,        0
2024Sep02 14:36:40, False, False,        0
2024Sep02 14:36:50, False, False,        0
2024Sep02 14:37:00, False, False,        0
2024Sep02 14:37:10, False, False,        0
2024Sep02 14:37:20, False, False,        0
2024Sep02 14:37:30, False, False,        0
2024Sep02 14:37:40, False, False,        0
2024Sep02 14:38:00, False, False,        0
2024Sep02 14:38:10, False, False,        0
2024Sep02 14:38:20, False, False,        0
2024Sep02 14:38:30, False, False,        0
2024Sep02 14:38:40, False, False,        0
2024Sep02 14:38:50, False, False,        0
2024Sep02 14:39:00, False, False,        0
2024Sep02 14:39:20, False, False,        0
2024Sep02 14:39:30, False, False,        0
2024Sep02 14:39:40, False, False,        0
2024Sep02 14:39:50, False, False,        0
2024Sep02 14:40:00, False,  True,        0
2024Sep02 14:40:10, False,  True,       16
2024Sep02 14:40:20, False,  True,       33
2024Sep02 14:40:40, False,  True,       65
2024Sep02 14:40:50, False,  True,       81
2024Sep02 14:41:00, False,  True,       98
2024Sep02 14:41:10, False,  True,      100
2024Sep02 14:41:20, False,  True,      100
2024Sep02 14:41:30, False,  True,      100
2024Sep02 14:41:50, False,  True,      100
2024Sep02 14:42:00, False,  True,      100
2024Sep02 14:42:10, False,  True,      100
2024Sep02 14:42:20, False,  True,      100
2024Sep02 14:42:30, False,  True,      100
2024Sep02 14:42:40, False,  True,      100
2024Sep02 14:43:00, False,  True,      100
2024Sep02 14:43:10, False,  True,      100
2024Sep02 14:43:20, False,  True,      100
2024Sep02 14:43:30, False,  True,      100
2024Sep02 14:43:40, False,  True,      100
2024Sep02 14:43:50, False,  True,      100
2024Sep02 14:44:00, False,  True,      100
2024Sep02 14:44:10, False,  True,      100
2024Sep02 14:44:30, False,  True,      100
2024Sep02 14:44:40, False,  True,      100
2024Sep02 14:44:50, False,  True,      100
2024Sep02 14:45:00, False,  True,      100
2024Sep02 14:45:10, False,  True,      100
2024Sep02 14:45:20,  True,  True,      100
2024Sep02 14:45:30,  True,  True,      100
2024Sep02 14:45:50,  True,  True,      100
2024Sep02 14:46:00,  True,  True,      100
2024Sep02 14:46:10, False,  True,      100
2024Sep02 14:46:20, False,  True,      100
2024Sep02 14:46:30, False,  True,      100
2024Sep02 14:46:40, False,  True,      100
2024Sep02 14:46:50, False,  True,      100
2024Sep02 14:47:10,  True,  True,      100
2024Sep02 14:47:20,  True,  True,      100
2024Sep02 14:47:30,  True,  True,       52
2024Sep02 14:47:40,  True,  True,       52
2024Sep02 14:47:50, False,  True,       52
2024Sep02 14:48:00, False,  True,       58
2024Sep02 14:48:20, False,  True,       58
2024Sep02 14:48:30, False,  True,       58
2024Sep02 14:48:40,  True,  True,       58
2024Sep02 14:48:50,  True,  True,       58
2024Sep02 14:49:00,  True,  True,       64
2024Sep02 14:49:10,  True,  True,       64
2024Sep02 14:49:20,  True,  True,       64
2024Sep02 14:49:30, False,  True,       64
2024Sep02 14:49:50, False,  True,       64
2024Sep02 14:50:00, False,  True,       64
2024Sep02 14:50:10, False,  True,       70
2024Sep02 14:50:20,  True,  True,       70
2024Sep02 14:50:30,  True,  True,       70
2024Sep02 14:50:40,  True,  True,       70
2024Sep02 14:50:50,  True,  True,       70
2024Sep02 14:51:10, False,  True,       76
2024Sep02 14:51:20, False,  True,       76
2024Sep02 14:51:30, False,  True,       76
2024Sep02 14:51:40, False,  True,       76
2024Sep02 14:51:50, False,  True,       76
2024Sep02 14:52:00,  True,  True,       80
2024Sep02 14:52:10,  True,  True,       80
2024Sep02 14:52:20,  True,  True,       80
2024Sep02 14:52:30,  True,  True,       80
2024Sep02 14:52:40,  True,  True,       80
2024Sep02 14:52:50, False,  True,       80
2024Sep02 14:53:00, False,  True,       85
2024Sep02 14:53:10, False,  True,       85
2024Sep02 14:53:20, False,  True,       85
2024Sep02 14:53:40,  True,  True,       85
2024Sep02 14:53:50,  True,  True,       85
2024Sep02 14:54:00,  True,  True,       85
2024Sep02 14:54:10,  True,  True,       89
2024Sep02 14:54:20,  True,  True,       89
2024Sep02 14:54:30, False,  True,       89
2024Sep02 14:54:40, False,  True,       89
2024Sep02 14:54:50, False,  True,       89
2024Sep02 14:55:10, False,  True,       92
2024Sep02 14:55:20,  True,  True,       92
2024Sep02 14:55:30,  True,  True,       92
2024Sep02 14:55:40,  True,  True,       92
2024Sep02 14:55:50,  True,  True,       92
2024Sep02 14:56:00,  True,  True,       95
2024Sep02 14:56:10, False,  True,       95
2024Sep02 14:56:30, False,  True,       95
2024Sep02 14:56:40, False,  True,       95
2024Sep02 14:56:50, False,  True,       95
2024Sep02 14:57:00,  True,  True,       97
2024Sep02 14:57:10,  True,  True,       97
2024Sep02 14:57:20,  True,  True,       97
2024Sep02 14:57:40,  True,  True,       97
2024Sep02 14:57:50, False,  True,       97
2024Sep02 14:58:00, False,  True,       97
2024Sep02 14:58:10, False,  True,       98
2024Sep02 14:58:20, False,  True,       98
2024Sep02 14:58:30, False,  True,       98
2024Sep02 14:58:40,  True,  True,       98
2024Sep02 14:58:50,  True,  True,       98
2024Sep02 14:59:00,  True,  True,       98
2024Sep02 14:59:10,  True,  True,       99
2024Sep02 14:59:20,  True,  True,       99
2024Sep02 14:59:30, False,  True,       99
2024Sep02 14:59:40, False,  True,       99
2024Sep02 15:00:00, False,  True,       99
2024Sep02 15:00:10, False,  True,       99
2024Sep02 15:00:20,  True,  True,       99
2024Sep02 15:00:30,  True,  True,       99
2024Sep02 15:00:40,  True,  True,       99
2024Sep02 15:00:50,  True,  True,       99
2024Sep02 15:01:00,  True,  True,       99
2024Sep02 15:01:20, False,  True,       99
2024Sep02 15:01:30, False,  True,       99
2024Sep02 15:01:40, False,  True,       99
2024Sep02 15:01:50, False,  True,       99
2024Sep02 15:02:00,  True,  True,       98
2024Sep02 15:02:10,  True,  True,       98
2024Sep02 15:02:20,  True,  True,       98
2024Sep02 15:02:40,  True,  True,       98
2024Sep02 15:02:50, False,  True,       98
2024Sep02 15:03:00, False,  True,       98
2024Sep02 15:03:10, False,  True,       97
2024Sep02 15:03:20, False,  True,       97
2024Sep02 15:03:30, False,  True,       97
2024Sep02 15:03:40,  True,  True,       97
2024Sep02 15:04:00,  True,  True,       97
2024Sep02 15:04:10,  True,  True,       95
2024Sep02 15:04:20,  True,  True,       95
2024Sep02 15:04:30, False,  True,       95
2024Sep02 15:04:40, False,  True,       95
2024Sep02 15:04:50, False,  True,       95
2024Sep02 15:05:00, False,  True,       92
2024Sep02 15:05:20,  True,  True,       92
2024Sep02 15:05:30,  True,  True,       92
2024Sep02 15:05:40,  True,  True,       92
2024Sep02 15:05:50,  True,  True,       92
2024Sep02 15:06:00,  True,  True,       92
2024Sep02 15:06:10, False,  True,       89
2024Sep02 15:06:20, False,  True,       89
2024Sep02 15:06:30, False,  True,       89
2024Sep02 15:06:50, False,  True,       89
2024Sep02 15:07:00,  True,  True,       89
2024Sep02 15:07:10,  True,  True,       85
2024Sep02 15:07:20,  True,  True,       85
2024Sep02 15:07:30,  True,  True,       85
2024Sep02 15:07:40,  True,  True,       85
2024Sep02 15:07:50, False,  True,       85
2024Sep02 15:08:10, False,  True,       80
2024Sep02 15:08:20, False,  True,       80
2024Sep02 15:08:30, False,  True,       80
2024Sep02 15:08:40,  True,  True,       80
2024Sep02 15:08:50,  True,  True,       80
2024Sep02 15:09:10,  True,  True,       76
2024Sep02 15:09:20,  True,  True,       76
2024Sep02 15:09:30, False,  True,       76
2024Sep02 15:09:40, False,  True,       76
2024Sep02 15:09:50, False,  True,       76
2024Sep02 15:10:00, False,  True,       70
2024Sep02 15:10:10, False,  True,       70
2024Sep02 15:10:20,  True,  True,       70
2024Sep02 15:10:40,  True,  True,       70
2024Sep02 15:10:50,  True,  True,       70
2024Sep02 15:11:00,  True,  True,       70
2024Sep02 15:11:10, False,  True,       64
2024Sep02 15:11:20, False,  True,       64
2024Sep02 15:11:30, False,  True,       64
2024Sep02 15:11:40, False,  True,       64
2024Sep02 15:12:00,  True,  True,       64
2024Sep02 15:12:10,  True,  True,       58
2024Sep02 15:12:20,  True,  True,       58
2024Sep02 15:12:30,  True,  True,       58
2024Sep02 15:12:40,  True,  True,       58
2024Sep02 15:12:50, False,  True,       58
2024Sep02 15:13:10, False,  True,       52
2024Sep02 15:13:20, False,  True,       52
2024Sep02 15:13:30, False,  True,       52
2024Sep02 15:13:40,  True,  True,       52
2024Sep02 15:13:50,  True,  True,       52
2024Sep02 15:14:00,  True,  True,       45
2024Sep02 15:14:10,  True,  True,       45
2024Sep02 15:14:20,  True,  True,       45
2024Sep02 15:14:30, False,  True,       45
2024Sep02 15:14:40, False,  True,       45
2024Sep02 15:14:50, False,  True,       45
2024Sep02 15:15:00, False,  True,       45
2024Sep02 15:15:10, False,  True,       38
2024Sep02 15:15:20,  True,  True,       38
2024Sep02 15:15:40,  True,  True,       38
2024Sep02 15:15:50,  True,  True,       38
2024Sep02 15:16:00,  True,  True,       38
2024Sep02 15:16:10, False,  True,       30
2024Sep02 15:16:20, False,  True,       30
2024Sep02 15:16:30, False,  True,       30
2024Sep02 15:16:40, False,  True,       30
2024Sep02 15:17:00, False,  True,       30
2024Sep02 15:17:10, False,  True,       23
2024Sep02 15:17:20, False,  True,       23
2024Sep02 15:17:30, False,  True,       23
2024Sep02 15:17:40, False,  True,       23
2024Sep02 15:17:50, False,  True,       23
2024Sep02 15:18:00, False,  True,       15
2024Sep02 15:18:10, False,  True,       15
2024Sep02 15:18:30, False,  True,       15
2024Sep02 15:18:40, False,  True,       15
2024Sep02 15:18:50, False,  True,       15
2024Sep02 15:19:00, False,  True,       15
2024Sep02 15:19:10, False,  True,        7
2024Sep02 15:19:20, False,  True,        7
2024Sep02 15:19:30, False,  True,        7
2024Sep02 15:19:40, False,  True,        7
2024Sep02 15:19:50, False,  True,        7
2024Sep02 15:20:00, False,  True,        7
2024Sep02 15:20:10, False,  True,        0
2024Sep02 15:20:20, False,  True,        0
2024Sep02 15:20:30, False,  True,        0
2024Sep02 15:20:40, False,  True,        0
2024Sep02 15:21:00, False,  True,        0
2024Sep02 15:21:10, False, False,        0
2024Sep02 15:21:20, False, False,        0
2024Sep02 15:21:30, False, False,        0
2024Sep02 15:21:40, False, False,        0
2024Sep02 15:21:50, False, False,        0
2024Sep02 15:22:00, False, False,        0
2024Sep02 15:22:10, False, False,        0
2024Sep02 15:22:30, False, False,        0
2024Sep02 15:22:40, False, False,        0
2024Sep02 15:22:50, False, False,        0
2024Sep02 15:23:00, False, False,        0
2024Sep02 15:23:10, False, False,        0
2024Sep02 15:23:20, False, False,        0
2024Sep02 15:23:30, False, False,        0
2024Sep02 15:23:50, False, False,        0
2024Sep02 15:24:00, False, False,        0
2024Sep02 15:24:10, False, False,        0
2024Sep02 15:24:20, False, False,        0
2024Sep02 15:24:30, False, False,        0
2024Sep02 15:24:40, False, False,        0
2024Sep02 15:24:50, False, False,        0
2024Sep02 15:25:00, False, False,        0
2024Sep02 15:25:10, False, False,        0
2024Sep02 15:25:20, False, False,        0
2024Sep02 15:25:30, False, False,        0
2024Sep02 15:25:40, False, False,        0
2024Sep02 15:25:50, False, False,        0
2024Sep02 15:26:00, False, False,        0
2024Sep02 15:26:10, False, False,        0
2024Sep02 15:26:30, False, False,        0
2024Sep02 15:26:40, False, False,        0
2024Sep02 15:26:50, False, False,        0
2024Sep02 15:27:00, False, False,        0
2024Sep02 15:27:10, False, False,        0
2024Sep02 15:27:20, False, False,        0
2024Sep02 15:27:30, False, False,        0
2024Sep02 15:27:50, False, False,        0
2024Sep02 15:28:00, False, False,        0
2024Sep02 15:28:10, False, False,        0
2024Sep02 15:28:20, False, False,        0
2024Sep02 15:28:30, False, False,        0
2024Sep02 15:28:40, False, False,        0
2024Sep02 15:28:50, False, False,        0
2024Sep02 15:29:00, False, False,        0
2024Sep02 15:29:10, False, False,        0
2024Sep02 15:29:20, False, False,        0
2024Sep02 15:29:30, False, False,        0
2024Sep02 15:29:40, False, False,        0
2024Sep02 15:29:50, False, False,        0
2024Sep02 15:30:00, False,  True,        0
2024Sep02 15:30:10, False,  True,        0
2024Sep02 15:30:30,  True,  True,        0
2024Sep02 15:30:40,  True,  True,        0
2024Sep02 15:30:50,  True,  True,        0
2024Sep02 15:31:00,  True,  True,        9
2024Sep02 15:31:10, False,  True,        9
2024Sep02 15:31:20, False,  True,        9
2024Sep02 15:31:30, False,  True,        9
2024Sep02 15:31:40, False,  True,        9
2024Sep02 15:32:00,  True,  True,       18
2024Sep02 15:32:10,  True,  True,       18
2024Sep02 15:32:20,  True,  True,       18
2024Sep02 15:32:30,  True,  True,       18
2024Sep02 15:32:40,  True,  True,       18
2024Sep02 15:32:50, False,  True,       18
2024Sep02 15:33:00, False,  True,       27
2024Sep02 15:33:20, False,  True,       27
2024Sep02 15:33:30, False,  True,       27
2024Sep02 15:33:40,  True,  True,       27
2024Sep02 15:33:50,  True,  True,       27
2024Sep02 15:34:00,  True,  True,       36
2024Sep02 15:34:10,  True,  True,       36
2024Sep02 15:34:20,  True,  True,       36
2024Sep02 15:34:40, False,  True,       36
2024Sep02 15:34:50, False,  True,       36
2024Sep02 15:35:00, False,  True,       44
2024Sep02 15:35:10, False,  True,       44
2024Sep02 15:35:20,  True,  True,       44
2024Sep02 15:35:30,  True,  True,       44
2024Sep02 15:35:40,  True,  True,       44
2024Sep02 15:35:50,  True,  True,       44
2024Sep02 15:36:00,  True,  True,       52
2024Sep02 15:36:10, False,  True,       52
2024Sep02 15:36:20, False,  True,       52
2024Sep02 15:36:30, False,  True,       52
2024Sep02 15:36:40, False,  True,       52
2024Sep02 15:36:50, False,  True,       52
2024Sep02 15:37:10,  True,  True,       60
2024Sep02 15:37:20,  True,  True,       60
2024Sep02 15:37:30,  True,  True,       60
2024Sep02 15:37:40,  True,  True,       60
2024Sep02 15:37:50, False,  True,       60
2024Sep02 15:38:00, False,  True,       66
2024Sep02 15:38:10, False,  True,       66
2024Sep02 15:38:30, False,  True,       66
2024Sep02 15:38:40,  True,  True,       66
2024Sep02 15:38:50,  True,  True,       66
2024Sep02 15:39:00,  True,  True,       72
2024Sep02 15:39:10,  True,  True,       72
2024Sep02 15:39:20,  True,  True,       72
2024Sep02 15:39:30, False,  True,       72
2024Sep02 15:39:50, False,  True,       72
2024Sep02 15:40:00, False,  True,       77
2024Sep02 15:40:10, False,  True,       77
2024Sep02 15:40:20,  True,  True,       77
2024Sep02 15:40:30,  True,  True,       77
2024Sep02 15:40:40,  True,  True,       77
2024Sep02 15:40:50,  True,  True,       77
2024Sep02 15:41:00,  True,  True,       82
2024Sep02 15:41:10, False,  True,       82
2024Sep02 15:41:20, False,  True,       82
2024Sep02 15:41:30, False,  True,       82
2024Sep02 15:41:40, False,  True,       82
2024Sep02 15:41:50, False,  True,       82
2024Sep02 15:42:00,  True,  True,       85
2024Sep02 15:42:10,  True,  True,       85
2024Sep02 15:42:20,  True,  True,       85
2024Sep02 15:42:40,  True,  True,       85
2024Sep02 15:42:50, False,  True,       85
2024Sep02 15:43:00, False,  True,       88
2024Sep02 15:43:10, False,  True,       88
2024Sep02 15:43:20, False,  True,       88
2024Sep02 15:43:30, False,  True,       88
2024Sep02 15:43:40,  True,  True,       88
2024Sep02 15:44:00,  True,  True,       89
2024Sep02 15:44:10,  True,  True,       89
2024Sep02 15:44:20,  True,  True,       89
2024Sep02 15:44:30, False,  True,       89
2024Sep02 15:44:40, False,  True,       89
2024Sep02 15:44:50, False,  True,       89
2024Sep02 15:45:10, False,  True,       89
2024Sep02 15:45:20,  True,  True,       89
2024Sep02 15:45:30,  True,  True,       89
2024Sep02 15:45:40,  True,  True,       89
2024Sep02 15:45:50,  True,  True,       89
2024Sep02 15:46:00,  True,  True,       89
2024Sep02 15:46:10, False,  True,       89
2024Sep02 15:46:20, False,  True,       89
2024Sep02 15:46:40, False,  True,       89
2024Sep02 15:46:50, False,  True,       89
2024Sep02 15:47:00,  True,  True,       88
2024Sep02 15:47:10,  True,  True,       88
2024Sep02 15:47:20,  True,  True,       88
2024Sep02 15:47:30,  True,  True,       88
2024Sep02 15:47:40,  True,  True,       88
2024Sep02 15:48:00, False,  True,       85
2024Sep02 15:48:10, False,  True,       85
2024Sep02 15:48:20, False,  True,       85
2024Sep02 15:48:30, False,  True,       85
2024Sep02 15:48:40,  True,  True,       85
2024Sep02 15:48:50,  True,  True,       85
2024Sep02 15:49:00,  True,  True,       82
2024Sep02 15:49:20,  True,  True,       82
2024Sep02 15:49:30, False,  True,       82
2024Sep02 15:49:40, False,  True,       82
2024Sep02 15:49:50, False,  True,       82
2024Sep02 15:50:00, False,  True,       77
2024Sep02 15:50:10, False,  True,       77
2024Sep02 15:50:20,  True,  True,       77
2024Sep02 15:50:40,  True,  True,       77
2024Sep02 15:50:50,  True,  True,       77
2024Sep02 15:51:00,  True,  True,       72
2024Sep02 15:51:10, False,  True,       72
2024Sep02 15:51:20, False,  True,       72
2024Sep02 15:51:30, False,  True,       72
2024Sep02 15:51:40, False,  True,       72
2024Sep02 15:52:00,  True,  True,       66
2024Sep02 15:52:10,  True,  True,       66
2024Sep02 15:52:20,  True,  True,       66
2024Sep02 15:52:30,  True,  True,       66
2024Sep02 15:52:40,  True,  True,       66
2024Sep02 15:52:50, False,  True,       66
2024Sep02 15:53:00, False,  True,       60
2024Sep02 15:53:20, False,  True,       60
2024Sep02 15:53:30, False,  True,       60
2024Sep02 15:53:40,  True,  True,       60
2024Sep02 15:53:50,  True,  True,       60
2024Sep02 15:54:00,  True,  True,       52
2024Sep02 15:54:10,  True,  True,       52
2024Sep02 15:54:20,  True,  True,       52
2024Sep02 15:54:40, False,  True,       52
2024Sep02 15:54:50, False,  True,       52
2024Sep02 15:55:00, False,  True,       45
2024Sep02 15:55:10, False,  True,       45
2024Sep02 15:55:20,  True,  True,       45
2024Sep02 15:55:30,  True,  True,       45
2024Sep02 15:55:40,  True,  True,       45
2024Sep02 15:56:00,  True,  True,       36
2024Sep02 15:56:10, False,  True,       36
2024Sep02 15:56:20, False,  True,       36
2024Sep02 15:56:30, False,  True,       36
2024Sep02 15:56:40, False,  True,       36
2024Sep02 15:56:50, False,  True,       36
2024Sep02 15:57:10,  True,  True,       27
2024Sep02 15:57:20,  True,  True,       27
2024Sep02 15:57:30,  True,  True,       27
2024Sep02 15:57:40,  True,  True,       27
2024Sep02 15:57:50, False,  True,       27
2024Sep02 15:58:00, False,  True,       18
2024Sep02 15:58:10, False,  True,       18
2024Sep02 15:58:30, False,  True,       18
2024Sep02 15:58:40,  True,  True,       18
2024Sep02 15:58:50,  True,  True,       18
2024Sep02 15:59:10,  True,  True,       18
2024Sep02 16:09:20,  True,  True,       18
2024Sep02 16:10:40,  True,  True,       18
2024Sep02 16:12:00,  True,  True,       18
2024Sep02 16:13:20,  True,  True,       18
2024Sep02 16:14:40,  True,  True,       18
2024Sep02 16:16:00,  True,  True,       18
2024Sep02 16:17:20,  True,  True,       18
2024Sep02 16:28:50,  True,  True,       18
2024Sep02 16:30:10,  True,  True,       18
2024Sep02 16:31:30,  True,  True,       18
2024Sep02 16:32:50,  True,  True,       18
2024Sep02 16:34:10,  True,  True,       18
2024Sep02 16:35:30,  True,  True,       18
2024Sep02 16:38:50,  True, False,        0
2024Sep02 16:39:00, False, False,        0
2024Sep02 16:39:10, False,  True,      100
2024Sep02 16:39:30, False,  True,      100
2024Sep02 16:39:40, False,  True,      100
2024Sep02 16:39:50, False,  True,      100
2024Sep02 16:40:00, False,  True,      100
2024Sep02 16:40:10, False,  True,      100
2024Sep02 16:40:20, False,  True,      100
2024Sep02 16:40:40,  True,  True,      100
2024Sep02 16:40:50, False,  True,      100
2024Sep02 16:41:00, False,  True,      100
2024Sep02 16:41:10, False,  True,      100
2024Sep02 16:41:20, False,  True,      100
2024Sep02 16:41:30, False,  True,      100
2024Sep02 16:41:40, False,  True,      100
2024Sep02 16:41:50, False,  True,      100
2024Sep02 16:42:00, False,  True,      100
2024Sep02 16:42:10, False,  True,      100
2024Sep02 16:42:20,  True,  True,      100
2024Sep02 16:42:30, False,  True,      100
2024Sep02 16:42:40, False,  True,      100
2024Sep02 16:43:40, False, False,        0
2024Sep02 16:43:50, False,  True,      100
2024Sep02 16:44:10, False,  True,      100
2024Sep02 16:44:20, False,  True,      100
2024Sep02 16:44:30, False,  True,      100
2024Sep02 16:44:40, False,  True,      100
2024Sep02 16:44:50, False,  True,      100
2024Sep02 16:45:00, False,  True,      100
2024Sep02 16:45:10, False,  True,      100
2024Sep02 16:45:30, False,  True,      100
2024Sep02 16:45:40, False,  True,      100
2024Sep02 16:45:50, False,  True,      100
2024Sep02 16:46:00, False,  True,      100
2024Sep02 16:46:10, False,  True,      100
2024Sep02 16:46:20, False,  True,      100
2024Sep02 16:46:40, False,  True,      100
2024Sep02 16:46:50, False,  True,      100
2024Sep02 16:47:00,  True,  True,      100
2024Sep02 16:47:10, False,  True,      100
2024Sep02 16:47:20, False,  True,      100
2024Sep02 16:47:30, False,  True,      100
2024Sep02 16:47:40, False,  True,      100
2024Sep02 16:48:10, False,  True,      100
2024Sep02 16:48:20, False,  True,      100
2024Sep02 16:48:30, False,  True,      100
2024Sep02 16:48:40, False,  True,      100
2024Sep02 16:48:50, False,  True,      100
2024Sep02 16:49:00, False,  True,      100
2024Sep02 16:49:10, False,  True,      100
2024Sep02 16:49:30, False,  True,      100
2024Sep02 16:49:40,  True,  True,      100
2024Sep02 16:49:50, False,  True,      100
2024Sep02 16:50:00, False,  True,      100
2024Sep02 16:50:10, False,  True,      100
2024Sep02 16:50:20, False,  True,      100
2024Sep02 16:50:30, False,  True,      100
2024Sep02 16:50:50, False,  True,      100
2024Sep02 16:51:00, False,  True,      100
2024Sep02 16:51:10, False,  True,      100
2024Sep02 16:51:20,  True,  True,      100
2024Sep02 16:51:30, False,  True,      100
2024Sep02 16:51:40, False,  True,      100
2024Sep02 16:51:50, False,  True,      100
2024Sep02 16:52:10, False,  True,      100
2024Sep02 16:52:20, False,  True,      100
2024Sep02 16:52:30, False,  True,      100
2024Sep02 16:52:40, False,  True,      100
2024Sep02 16:52:50, False,  True,      100
2024Sep02 16:53:00,  True,  True,      100
2024Sep02 16:53:10, False,  True,      100
2024Sep02 16:53:30, False,  True,      100
2024Sep02 16:53:40, False,  True,      100
2024Sep02 16:53:50, False,  True,      100
2024Sep02 16:54:00, False,  True,      100
2024Sep02 16:54:10, False,  True,      100
2024Sep02 16:54:20, False,  True,      100
2024Sep02 16:54:30, False,  True,      100
2024Sep02 16:54:50, False,  True,      100
2024Sep02 16:55:00, False,  True,      100
2024Sep02 16:55:10, False,  True,      100
2024Sep02 16:55:20, False,  True,      100
2024Sep02 16:55:30, False,  True,      100
2024Sep02 16:55:40, False,  True,      100
2024Sep02 16:55:50, False,  True,      100
2024Sep02 16:56:00, False,  True,      100
2024Sep02 16:56:20,  True,  True,      100
2024Sep02 16:56:30, False,  True,      100
2024Sep02 16:56:40, False,  True,      100
2024Sep02 16:56:50, False,  True,      100
2024Sep02 16:57:00, False,  True,      100
2024Sep02 16:57:10, False,  True,      100
2024Sep02 16:57:20, False,  True,      100
2024Sep02 16:57:40, False,  True,      100
2024Sep02 16:57:50, False,  True,      100
2024Sep02 16:58:00,  True,  True,      100
2024Sep02 16:58:10, False,  True,      100
2024Sep02 16:58:20, False,  True,      100
2024Sep02 16:58:30, False,  True,      100
2024Sep02 16:58:40, False,  True,      100
2024Sep02 16:59:00, False,  True,      100
2024Sep02 16:59:10, False,  True,      100
2024Sep02 16:59:20, False,  True,      100
2024Sep02 16:59:30, False,  True,      100
2024Sep02 16:59:40,  True,  True,      100
2024Sep02 16:59:50, False,  True,      100
2024Sep02 17:00:00, False,  True,      100
2024Sep02 17:00:20, False,  True,      100
2024Sep02 17:00:30, False,  True,      100
2024Sep02 17:00:40, False,  True,      100
2024Sep02 17:00:50, False,  True,      100
